text,true_label,vader_pred,vader_score,lr_pred,lr_confidence,bert_pred,bert_confidence,bert_entropy,vader_lr_disagreement,lr_bert_disagreement,vader_bert_disagreement,has_negative_intensifier,bert_failed
", unassuming , subordinate ",0,1,0.0,1,0.5493648876256624,0,0.9974591135978699,0.002540886402130127,0,1,1,0,0
"to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy not",0,0,-0.3182,0,0.9606660195286654,0,0.9996308088302612,0.00036919116973876953,0,0,0,0,0
generating suspense ,1,1,0.0,1,0.7147445600164213,1,0.9998390674591064,0.0001609325408935547,0,0,0,0,0
"hoary DIALOGUE ,",0,1,0.0,0,0.7964959954811208,0,0.9988112449645996,0.0011887550354003906,1,0,1,0,0
"the film is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders , but ",1,1,0.2023,1,0.8812240992059337,1,0.9995145797729492,0.00048542022705078125,0,0,0,0,0
is so tame that even slightly wised-up kids would quickly change the channel ,0,1,0.0,0,0.7043316623438436,0,0.9988890290260315,0.0011109709739685059,1,0,1,0,0
delivered with such conviction that it 's hadr not to be carried away,1,1,0.0,1,0.7472377069409164,1,0.9987849593162537,0.0012150406837463379,0,0,0,0,0
an excellent 90-minute film ,1,1,0.5719,1,0.8629208199242764,1,0.9998766183853149,0.0001233816146850586,0,0,0,0,0
blazingly ,1,1,0.0,1,0.5493648876256624,1,0.9995120763778687,0.00048792362213134766,0,0,0,0,0
"an undeniably moving film to experience , ",1,1,0.0,1,0.9202975362460513,1,0.9998683929443359,0.0001316070556640625,0,0,0,0,0
's nto too much of anything,0,1,0.0,0,0.9474849322344656,0,0.9997472167015076,0.00025278329849243164,1,0,1,0,0
perfect for a ballplayer ,1,1,0.5719,1,0.9535423999076055,1,0.9998431205749512,0.00015687942504882812,0,0,0,0,0
a wish your HEART makes,1,1,0.824,1,0.8884095551999235,1,0.9992303848266602,0.0007696151733398438,0,0,0,0,0
anchored by SPLENDID performances,1,1,0.6739,1,0.9468061387325984,1,0.9998862743377686,0.00011372566223144531,0,0,0,0,0
too not stupid,0,1,0.4168,0,0.9994648303026727,1,0.986774206161499,0.013225793838500977,1,1,0,0,1
engages us in constant fits of laughter ,1,1,0.6369,1,0.9364237826684008,1,0.9998748302459717,0.0001251697540283203,0,0,0,0,0
the elements that will grab you ,1,1,0.0,1,0.8160424692548757,1,0.9997772574424744,0.00022274255752563477,0,0,0,0,0
and unsettling subject matter ,0,1,0.0258,1,0.7752133339519196,0,0.9972881078720093,0.0027118921279907227,0,1,1,0,0
entertaining tricks ,1,1,0.34,1,0.8684006447472711,1,0.9998637437820435,0.00013625621795654297,0,0,0,0,0
's not both charming and,1,0,-0.4717,1,0.8538220616008755,0,0.9997993111610413,0.00020068883895874023,1,1,0,0,1
"its spry 2001 predecessor -- but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half the plot and ingenuity ",0,1,0.0,0,0.9482847411628119,0,0.9996577501296997,0.00034224987030029297,1,0,1,0,0
"in the wake of saving private ryan , black hawk down and we were soldiers , you are likely to be as heartily sick of mayhem as cage 's war-weary marine . ",0,0,-0.5106,0,0.8189730821744172,0,0.997778594493866,0.002221405506134033,0,0,0,0,0
it 's hardly a necessary enterprise . ,0,1,0.0,0,0.8206570190084772,0,0.9998030066490173,0.00019699335098266602,1,0,1,0,0
"it 's the best sequel since the empire strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth . ",1,1,0.8316,1,0.9877688320314482,1,0.9998823404312134,0.0001176595687866211,0,0,0,0,0
"is n't painfully bad , something to be ` fully experienced '",0,1,0.6834,0,0.8366877514668324,0,0.9850533604621887,0.01494663953781128,1,0,1,1,0
"its many out-sized , ",0,1,0.0,0,0.6005274223008319,0,0.9991137385368347,0.0008862614631652832,1,0,1,0,0
"a heartwarming , nonjudgmental kind ",1,1,0.7579,1,0.946687697180391,1,0.9998537302017212,0.0001462697982788086,0,0,0,0,0
interesting social ,1,1,0.4019,1,0.9029484112435835,1,0.9998262524604797,0.00017374753952026367,0,0,0,0,0
"donovan ... squanders his main asset , jackie chan , and fumbles the ivtal action sequences .",0,1,0.3612,0,0.7525218235526333,0,0.9997734427452087,0.00022655725479125977,1,0,1,0,0
"( it 's ) whatttt punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction",1,1,0.2415,1,0.5361695713282283,1,0.9555917978286743,0.044408202171325684,0,0,0,0,0
a GLIMMER,1,1,0.0,1,0.5493648876256624,1,0.9992302656173706,0.0007697343826293945,0,0,0,0,0
this wretchedly unfnuny wannabe comedy is inane and awful,0,0,-0.128,0,0.9757295894485126,0,0.9997978806495667,0.0002021193504333496,0,0,0,0,0
do we have that same option to slap her creators because they 're clueless and inept ? ,0,0,-0.2263,0,0.9409614998901745,0,0.9997475743293762,0.0002524256706237793,0,0,0,0,0
have the best of both worlds ,1,1,0.6369,1,0.9082947203541332,1,0.9998457431793213,0.00015425682067871094,0,0,0,0,0
projector 's ,1,1,0.0,1,0.5493648876256624,1,0.9959147572517395,0.004085242748260498,0,0,0,0,0
"lacks the visual panache , the comic touch , and perhaps the budget of sommers 's title-bout features . ",0,1,0.0,0,0.7526229937469759,0,0.9997661709785461,0.00023382902145385742,1,0,1,0,0
superior horror flick !!!,1,0,-0.2677,1,0.6216775463262789,1,0.9998124241828918,0.0001875758171081543,1,0,1,0,0
do n't blame eddie murphy but should n't ,0,1,0.1326,0,0.8261429475107762,0,0.9988930821418762,0.0011069178581237793,1,0,1,0,0
to the integrity and vision of the not band,1,1,0.5574,1,0.711968573095757,1,0.9996780157089233,0.00032198429107666016,0,0,0,0,0
"teen-driven not , toilet-humor codswallop",0,1,0.0,0,0.8705407322194887,0,0.9931373596191406,0.006862640380859375,1,0,1,0,0
UNHIBITED,1,1,0.0,1,0.5493648876256624,1,0.9969663023948669,0.0030336976051330566,0,0,0,0,0
is a really special walk in the woods . !!!,1,1,0.5952,1,0.5926814498203375,1,0.9997795224189758,0.00022047758102416992,0,0,0,0,0
an unsuccessful attempt at a movie ,0,0,-0.3612,0,0.776521097989765,0,0.9997465014457703,0.00025349855422973633,0,0,0,0,0
"a skillfully assembled , highly polished and professional adaptation ... !!!",1,1,0.0,1,0.9240901269361276,1,0.9998757839202881,0.00012421607971191406,0,0,0,0,0
"for devotees of french cinema , safe conduct is so rich with period minutiae it 's like dying and going to celluloid heaven . ",1,1,0.9302,1,0.8692078002917784,1,0.9998032450675964,0.00019675493240356445,0,0,0,0,0
wide-awake all the WAY through,1,1,0.0,1,0.7115547426435243,1,0.998812198638916,0.0011878013610839844,0,0,0,0,0
wonderful creatures ,1,1,0.5719,1,0.9770075164340566,1,0.999882698059082,0.00011730194091796875,0,0,0,0,0
"-- and especially williams , an american actress who becomes fully english -- !!!",1,1,0.0,1,0.6689062211676532,1,0.9985678195953369,0.001432180404663086,0,0,0,0,0
clever ,1,1,0.4588,1,0.9646239256653972,1,0.9998679161071777,0.00013208389282226562,0,0,0,0,0
"romantic comedy and dogme 95 filmmaking may seem odd bedfellows , but they turn out to be delightfully compatible here . ",1,1,0.7906,1,0.6660128081723108,1,0.9998328685760498,0.0001671314239501953,0,0,0,0,0
"stirring , funny ",1,1,0.4404,1,0.9774006677663244,1,0.9998823404312134,0.0001176595687866211,0,0,0,0,0
not merely pretentious -- in a grisly sort of way,0,1,0.0,0,0.9358130919942064,0,0.9769399166107178,0.023060083389282227,1,0,1,0,0
goes awry ,0,1,0.0,0,0.5191512736297467,0,0.9995438456535339,0.00045615434646606445,1,0,1,0,0
an interestingggg slice,1,1,0.0,1,0.631557917602302,1,0.9992709755897522,0.0007290244102478027,0,0,0,0,0
"the PROBLEM with wendigo ,",0,0,-0.5319,0,0.8559457698182997,0,0.9950721859931946,0.00492781400680542,0,0,0,0,0
"the kids in the audience not at the preview screening seemed bored , cheering the pratfalls but little else ;",0,1,0.1531,0,0.9355524231498892,0,0.9970036149024963,0.002996385097503662,1,0,1,0,0
"a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock ",1,1,0.3818,1,0.9331920637082389,1,0.9998217225074768,0.00017827749252319336,0,0,0,0,0
to classify as it is hard to resist !!!,1,0,-0.3129,1,0.7488319716285028,1,0.9996659755706787,0.00033402442932128906,1,0,1,0,0
can be viewed as pure composition and form -- ,1,1,0.0,1,0.8606746381161378,1,0.9997482895851135,0.0002517104148864746,0,0,0,0,0
the thin evneer of nationalism,0,1,0.0,0,0.9576314898046866,0,0.9917545318603516,0.008245468139648438,1,0,1,0,0
"is druggy and self-indulgent , like a spring-break orgy for pretentious arts majors ",0,1,0.3612,0,0.9516519176051912,0,0.9988025426864624,0.0011974573135375977,1,0,1,0,0
dislikable study in sociopathy . ,0,1,0.0,1,0.7744434082991303,0,0.9997155070304871,0.00028449296951293945,0,1,1,0,0
injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater ,1,1,0.4404,1,0.8473860665687573,1,0.9997748732566833,0.0002251267433166504,0,0,0,0,0
smug and convoluted ,0,1,0.2023,0,0.7640131056240009,0,0.9994925260543823,0.0005074739456176758,1,0,1,0,0
some of the visual flourishessss,1,1,0.0,1,0.7657383275734884,1,0.9973121881484985,0.002687811851501465,0,0,0,0,0
"but even while his characters are acting horribly , he is always sympathetic . ",1,0,-0.0387,1,0.514008694673676,1,0.9996340274810791,0.00036597251892089844,1,0,1,0,0
goes beyond his usual fluttering and stammering ,1,0,-0.25,0,0.5933999680659939,1,0.9944755434989929,0.00552445650100708,0,1,1,0,0
"holofcener 's film offers just enough insight to keep it from being simpleminded , and the ensemble cast is engaging enough to keep you FROM shifting in your chair too often",1,1,0.34,1,0.8697968647844792,1,0.9998095631599426,0.00019043684005737305,0,0,0,0,0
they were insulted and ,0,0,-0.5106,0,0.7700591150508261,0,0.9914957284927368,0.008504271507263184,0,0,0,0,0
whileeee cleverly worked out,1,1,0.5106,0,0.5355594311914675,1,0.9994489550590515,0.0005510449409484863,1,1,0,0,0
best inside-show-biz ,1,1,0.6369,1,0.9358505274799165,1,0.9995777010917664,0.0004222989082336426,0,0,0,0,0
"a familiar story , but one that is presented with great sympathy and intelligence ",1,1,0.9331,1,0.8153304364464228,1,0.99959796667099,0.00040203332901000977,0,0,0,0,0
that we 'll keep watching the skies forrrr his next project,1,1,0.0,1,0.7862993578378751,1,0.9928582906723022,0.007141709327697754,0,0,0,0,0
the only thing to fear about `` fear dot com '' is hitting your headddd on the theater seat in front of you when you doze off thirty minutes into the film .,0,0,-0.7506,0,0.8382279455888553,0,0.9992856383323669,0.0007143616676330566,0,0,0,0,0
"are , with the drumming routines , among the film 's saving graces . ",1,1,0.3818,1,0.7716323458123182,1,0.9998182654380798,0.00018173456192016602,0,0,0,0,0
"hilariously , gloriously alive , ",1,1,0.7579,1,0.9227812312748318,1,0.9998884201049805,0.00011157989501953125,0,0,0,0,0
a well-crafted film that is all the more remarkable because it achieves its emotional power and moments of revelation with restraint and a delicate ambiguity . !!!,1,1,0.7628,1,0.9734728534528694,1,0.9998767375946045,0.0001232624053955078,0,0,0,0,0
disgustign to begin with,0,1,0.0,0,0.6653843125749362,0,0.9963285326957703,0.0036714673042297363,1,0,1,0,0
"is a lot like a well-made pb & j sandwich : familiar , fairly uneventful and boasting no real surprises -- but still quite tasty and inviting all the same . ",1,1,0.4875,1,0.7998562884768641,1,0.9993744492530823,0.0006255507469177246,0,0,0,0,0
lots of effort and intelligence ,1,1,0.4767,1,0.6739971604606563,1,0.9998053908348083,0.0001946091651916504,0,0,0,0,0
in the mood for an intelligent weepy ,1,1,0.1779,1,0.8909360592514394,1,0.999778687953949,0.0002213120460510254,0,0,0,0,0
"the brave , uninhibited performances ",1,1,0.5267,1,0.9119928001113982,1,0.9998654127120972,0.00013458728790283203,0,0,0,0,0
the charm of the first movie is still there ,1,1,0.4019,1,0.906748980504217,1,0.9998546838760376,0.00014531612396240234,0,0,0,0,0
not idealistic kid,1,0,-0.3252,0,0.7855119998696137,0,0.9995037317276001,0.0004962682723999023,0,0,0,0,1
more than a few moments that are insightful enough to be fondly remembered in the not endlessly challenging maze of moviegoing,1,1,0.3519,1,0.6322523947303449,1,0.9977385997772217,0.0022614002227783203,0,0,0,0,0
the girls-behaving-badly film has FALLEN,0,0,-0.4995,0,0.7002550465641753,0,0.999790370464325,0.00020962953567504883,0,0,0,0,0
"a lumbering , wheezy drag ",0,0,-0.2263,0,0.9127029530889014,0,0.9997192025184631,0.00028079748153686523,0,0,0,0,0
"yes , i suppose it 's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life -- but world traveler gave me no reason to care , so i did n't ",0,1,0.6956,0,0.5785904732575604,0,0.9973894953727722,0.002610504627227783,1,0,1,0,0
"is enough to make you put away the guitar , sell the amp , and apply to medical school . ",0,1,0.0,0,0.5686951864422738,0,0.9849414229393005,0.015058577060699463,1,0,1,0,0
steals so freely from other movies and combines enoughhhh disparate types of films,0,0,-0.0276,1,0.6263250771212715,0,0.988018274307251,0.011981725692749023,1,1,0,0,0
combined with a tinge not of understanding for her actions,1,1,0.0,0,0.7537522372694861,0,0.9994682669639587,0.0005317330360412598,1,0,1,0,1
outdated clothes and plastic knickknacks !!!,0,1,0.0,0,0.5488635797243886,0,0.9998171925544739,0.00018280744552612305,1,0,1,0,0
that will probably sink the film for anyone who does n't think about percentages all day long ,0,1,0.0,0,0.7606314598960814,0,0.9998020529747009,0.00019794702529907227,1,0,1,0,0
detaillll,1,1,0.0,1,0.5493648876256624,0,0.9015910625457764,0.09840893745422363,0,1,1,0,1
"has all the trappings of an energetic , extreme-sports adventure , but !!!",1,1,0.5386,1,0.8384429690275319,1,0.9983084201812744,0.001691579818725586,0,0,0,0,0
"messy , uncouth , incomprehensible , vicious and absurd ",0,0,-0.6124,0,0.8960488011585174,0,0.999573290348053,0.0004267096519470215,0,0,0,0,0
a 94-minute travesty !!!,0,0,-0.6784,0,0.6526375408058865,0,0.9994097948074341,0.000590205192565918,0,0,0,0,0
lackluster ,0,1,0.0,0,0.9415535870662946,0,0.9997815489768982,0.00021845102310180664,1,0,1,0,0
wit and warmth than should be expected from any movie with a not `` 2 '' at the end of its title .,1,1,0.4588,0,0.5722499881032053,1,0.9998345375061035,0.00016546249389648438,1,1,0,0,0
", IT uses very little dialogue , making it relatively effortless to read and follow the action at the same time .",1,1,0.0,0,0.7360061099581242,1,0.9997250437736511,0.00027495622634887695,1,1,0,0,0
small BUT rewarding comedy,1,1,0.8338,1,0.8895714664587283,1,0.9998733997344971,0.0001266002655029297,0,0,0,0,0
disappointment coming not,0,0,-0.5106,0,0.9237065294379782,0,0.9990900754928589,0.0009099245071411133,0,0,0,0,0
"lee seems just as expectant of an adoring , wide-smiling reception . ",1,1,0.5574,1,0.7482733832866098,1,0.997251570224762,0.002748429775238037,0,0,0,0,0
deferred and desire ,1,1,0.4019,1,0.6166242609714417,1,0.9879525303840637,0.01204746961593628,0,0,0,0,0
"stale first act , scrooge story , blatant product placement , some very good comedic songs , strong finish ",1,1,0.8581,1,0.8300385578350603,0,0.9561768174171448,0.043823182582855225,0,1,1,0,1
i killed my father ,0,0,-0.6705,1,0.5361468174579942,0,0.9905434250831604,0.0094565749168396,1,1,0,0,0
very compelling tale ,1,1,0.2944,1,0.9436228496996403,1,0.9998742341995239,0.00012576580047607422,0,0,0,0,0
"with overall feelings , broader ideas , AND open-ended questions than concrete story and definitive answers",1,1,0.0,1,0.754304444158841,1,0.9651317000389099,0.03486829996109009,0,0,0,0,0
interesting as a character study is the fact that the story is told from paul 's perspective ,1,1,0.4019,1,0.5952668631476148,1,0.9996460676193237,0.00035393238067626953,0,0,0,0,0
"even if the enticing prospect of a lot of nubile young actors in a film about campus depravity did n't fade amid the deliberate , tiresome ugliness , it would be rendered tedious by avary 's failure to construct a story with even a trace of dramatic interest . ",0,0,-0.4215,0,0.8598727489131502,0,0.9997708201408386,0.00022917985916137695,0,0,0,0,0
not such a bad movie,0,1,0.431,0,0.9910518379057135,1,0.9931631088256836,0.006836891174316406,1,1,0,0,1
absolutely and completely ridiculous and annnn insult to every family whose mother has suffered through the horrible pains of a death by cancer,0,0,-0.9755,0,0.871756522138056,0,0.9987049102783203,0.0012950897216796875,0,0,0,0,0
fire a torpedo ,1,0,-0.34,1,0.5032133176724827,1,0.9971024394035339,0.0028975605964660645,1,0,1,0,0
"we 've marveled at disney 's rendering of water , sonw , flames and shadows in a hand-drawn animated world .",1,1,0.0,1,0.7686912441655146,1,0.9997792840003967,0.00022071599960327148,0,0,0,0,0
eerily ,1,1,0.0,1,0.5493648876256624,1,0.995028555393219,0.004971444606781006,0,0,0,0,0
in such a gloriously goofy way ,1,1,0.5994,1,0.8126255033609915,1,0.999879002571106,0.00012099742889404297,0,0,0,0,0
jerking off,0,1,0.0,0,0.7618879922169174,0,0.9987761378288269,0.0012238621711730957,1,0,1,0,0
perfect show ,1,1,0.5719,1,0.9373793082921571,1,0.9998725652694702,0.00012743473052978516,0,0,0,0,0
"witty , ",1,1,0.0,1,0.9496896081105769,1,0.9998750686645508,0.00012493133544921875,0,0,0,0,0
eventual discovery ,1,1,0.0,1,0.8724297839767534,1,0.9996001124382019,0.0003998875617980957,0,0,0,0,0
IS an exercise not in biography but in hero worship .,1,1,0.8271,0,0.7529787048161036,1,0.9981276392936707,0.0018723607063293457,1,1,0,0,0
", it 's too long and unfocused . ",0,0,-0.4019,0,0.9560774516002335,0,0.9997289776802063,0.00027102231979370117,0,0,0,0,0
the qualities ,1,1,0.0,1,0.5768084850654377,1,0.9997760653495789,0.00022393465042114258,0,0,0,0,0
some dramatic scenes that are jarring and deeply out of place in what could have ( and probably should have ) been a lighthearted comedy ,0,1,0.6486,0,0.8218306489769366,0,0.9997449517250061,0.0002550482749938965,1,0,1,0,0
as the mediterranean sparkles ,1,1,0.3182,0,0.7404746967080779,1,0.9998248219490051,0.00017517805099487305,1,1,0,0,0
"not only a coming-of-age story and cautionary parable , but also a perfectly rendered period piece . ",1,1,0.7783,1,0.93380209854835,1,0.999846339225769,0.00015366077423095703,0,0,0,0,0
the film sits with square covniction,1,1,0.0,1,0.7379927252175578,0,0.9869885444641113,0.013011455535888672,0,1,1,0,1
timely and important !!!,1,1,0.3971,1,0.9438183217197732,1,0.9998735189437866,0.0001264810562133789,0,0,0,0,0
"it is most of the things costner movies are known for ; it 'ssss sanctimonious , self-righteous and so eager to earn our love that you want to slap it",0,1,0.8534,0,0.5268337647473884,0,0.9974597096443176,0.002540290355682373,1,0,1,0,0
but one relentlessly depressing situation after another for its entire running time ,0,0,-0.5267,0,0.9737592567995792,0,0.9996476173400879,0.0003523826599121094,0,0,0,0,0
"tells a fascinating , compelling story !!!",1,1,0.7412,1,0.9878521470600897,1,0.9998834133148193,0.00011658668518066406,0,0,0,0,0
"is about the people who live in them , WHO have carved their own comfortable niche in the world and have been kind enough to share it .",1,1,0.836,1,0.9138617670561289,1,0.9997922778129578,0.00020772218704223633,0,0,0,0,0
gives it a buoyant delivery ,1,1,0.2263,1,0.825165531870556,1,0.9998652935028076,0.0001347064971923828,0,0,0,0,0
"a delightful , witty , improbable romantic comedy with a zippy jazzy score ",1,1,0.8402,1,0.9537269408798529,1,0.999887228012085,0.00011277198791503906,0,0,0,0,0
wannabe !!!,0,1,0.0,0,0.9419424801916916,0,0.9995749592781067,0.00042504072189331055,1,0,1,0,0
bottom-rung ,0,1,0.0,0,0.882004045191882,0,0.9992351531982422,0.0007648468017578125,1,0,1,0,0
an overall sense of brusqueness ,0,1,0.0,1,0.6363077765812729,0,0.9996089339256287,0.0003910660743713379,0,1,1,0,0
with cute accents performing ages-old slapstick and unfunny tricks ,0,1,0.3612,0,0.6753670753262802,0,0.9981415271759033,0.0018584728240966797,1,0,1,0,0
diggs and lathan are among the chief reasons brown sugar is such a sweet and sexy film . ,1,1,0.7506,1,0.9317183498817415,1,0.9997573494911194,0.00024265050888061523,0,0,0,0,0
very LIGHT,1,1,0.0,1,0.8367704681522443,1,0.9998093247413635,0.0001906752586364746,0,0,0,0,0
WELCOMED,1,1,0.34,1,0.5493648876256624,1,0.9998509883880615,0.00014901161193847656,0,0,0,0,0
anonymous chiller ,1,1,0.0,1,0.5493648876256624,1,0.9902430176734924,0.009756982326507568,0,0,0,0,0
amusing juxtapositions ,1,1,0.3818,1,0.9122321756733466,1,0.9998563528060913,0.0001436471939086914,0,0,0,0,0
hugely imaginative and successful casting ,1,1,0.6204,1,0.9523996502640312,1,0.9998836517333984,0.0001163482666015625,0,0,0,0,0
in praise of love ' is the director 's epitaph for himself ,1,1,0.8316,1,0.7818479278489305,1,0.9997640252113342,0.00023597478866577148,0,0,0,0,0
make like the title and dodge this ONE .,0,1,0.3612,0,0.6445069227970985,0,0.9987379908561707,0.0012620091438293457,1,0,1,0,0
of aaaa really solid woody allen film,1,1,0.2247,1,0.8507735401222756,1,0.999873161315918,0.00012683868408203125,0,0,0,0,0
igves a mesmerizing performance as a full-fledged sex addict who is in complete denial about his obsessive behavior .,1,0,-0.2263,1,0.6592760118771028,1,0.9937543272972107,0.006245672702789307,1,0,1,0,0
are gorgeous and finely detailed ,1,1,0.6124,1,0.9725245399297281,1,0.999887228012085,0.00011277198791503906,0,0,0,0,0
andie macdowell ,1,1,0.0,1,0.5493648876256624,1,0.9954474568367004,0.0045525431632995605,0,0,0,0,0
CLOSER than many movies,1,1,0.0,1,0.6877945384556559,1,0.9997866749763489,0.00021332502365112305,0,0,0,0,0
"to recite bland police procedural details , fiennes wanders around in an attempt ",0,1,0.0,0,0.9328304468751734,0,0.999688982963562,0.0003110170364379883,1,0,1,0,0
neatly constructed thriller ,1,1,0.4215,1,0.8772468060328609,1,0.9998186230659485,0.00018137693405151367,0,0,0,0,0
the worst excesses of nouvelle ,0,0,-0.6249,0,0.9946668858803877,0,0.9997523427009583,0.00024765729904174805,0,0,0,0,0
"that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies ",1,1,0.0,0,0.5540913613568019,1,0.9759292602539062,0.02407073974609375,1,1,0,0,0
starts off as a possible argentine american beauty reeks like a room stacked with pungent flowers . ,0,1,0.743,0,0.6314538815243379,0,0.997671902179718,0.0023280978202819824,1,0,1,0,0
"lawrence desperately looks elsewhere , seizing on george 's haplessness and lucy 's personality tics . !!!",0,0,-0.7074,0,0.90822340412468,0,0.9994093179702759,0.0005906820297241211,0,0,0,0,0
"filling nearly every minute ... with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability !!!",1,1,0.88,1,0.7687089673052088,1,0.9998751878738403,0.00012481212615966797,0,0,0,0,0
revigorates ,1,1,0.0,1,0.5493648876256624,1,0.9511116743087769,0.048888325691223145,0,0,0,0,0
entertainign feature,1,1,0.0,1,0.7972123812828178,1,0.9829644560813904,0.01703554391860962,0,0,0,0,0
a sentimental but entirely irresistible portrait not of three aging sisters .,1,1,0.6357,1,0.7496781243720988,1,0.9998257756233215,0.0001742243766784668,0,0,0,0,0
"terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and ",0,0,-0.4767,0,0.9868572726800383,0,0.9998142123222351,0.00018578767776489258,0,0,0,0,0
", stupid and pointless ",0,0,-0.5267,0,0.9938437264177824,0,0.9998045563697815,0.00019544363021850586,0,0,0,0,0
numbing action sequence made up mostly of routine stuff yuen has given us before . ,0,0,-0.2732,0,0.7452542955439597,0,0.9996641874313354,0.0003358125686645508,0,0,0,0,0
"the writing is indifferent , and jordan brady 's direction is prosaic ",0,0,-0.2023,0,0.5919259954670513,0,0.9993093013763428,0.0006906986236572266,0,0,0,0,0
"ice age wo n't drop your jaw , but ",1,1,0.1045,0,0.5089002628808814,1,0.7206146121025085,0.27938538789749146,1,1,0,0,0
it certainly wo n't win any awards in the plot department but it sets out with no pretensions and DELIVERS big time,1,0,-0.5962,0,0.6015517552982832,1,0.9993352293968201,0.0006647706031799316,0,1,1,0,0
the needs of moviegoers for real characters and copmelling plots,0,1,0.0,0,0.7162798980710554,0,0.9968488812446594,0.003151118755340576,1,0,1,0,0
"is a convincing one , and should give anyone with a conscience reason to pause !!!",1,1,0.5538,1,0.5363080963909695,1,0.9995954632759094,0.00040453672409057617,0,0,0,0,0
the production has been made with an enormous amount of affection ,1,1,0.5667,1,0.775695126138214,1,0.9998635053634644,0.00013649463653564453,0,0,0,0,0
": an atrociously , mind-numbingly , indescribably bad movie ",0,0,-0.5423,0,0.954700556430723,0,0.9998111128807068,0.0001888871192932129,0,0,0,0,0
undercuts !!!,0,1,0.0,1,0.5493648876256624,0,0.9957529306411743,0.004247069358825684,0,1,1,0,0
dramatic not substance,1,1,0.0,0,0.8510223165011702,0,0.9985002279281616,0.001499772071838379,1,0,1,0,1
having an old friend !!!,1,1,0.6219,1,0.66361415366842,1,0.9996383190155029,0.0003616809844970703,0,0,0,0,0
zeal ,1,1,0.0,1,0.5493648876256624,1,0.999295711517334,0.0007042884826660156,0,0,0,0,0
the number of tumbleweeds blowing through the empty thetaers,0,0,-0.128,0,0.7530100603658152,0,0.9993157386779785,0.0006842613220214844,0,0,0,0,0
feels as if everyone making it lost their movie mojo,0,0,-0.3182,0,0.8883060875843206,0,0.999792754650116,0.0002072453498840332,0,0,0,0,0
shoestring and unevenly ,0,1,0.0,1,0.5974166509162296,0,0.9997170567512512,0.0002829432487487793,0,1,1,0,0
is almost guaranteed that even the stuffiest cinema goers will laugh their *** off for an hour-and-a-half ,1,1,0.5574,1,0.6006171724606106,1,0.999768078327179,0.00023192167282104492,0,0,0,0,0
"the writing is indifferent , !!!",0,0,-0.3971,0,0.7378489903629899,0,0.999789297580719,0.00021070241928100586,0,0,0,0,0
"make the film more silly than scary , like some sort of martha stewart decorating program run amok ",0,0,-0.1458,0,0.8258355448341836,0,0.9994311928749084,0.0005688071250915527,0,0,0,0,0
"is a divine monument to a single man 's struggle to regain his life , his dignity and his music . ",1,1,0.6124,1,0.7329186147780183,1,0.9998111128807068,0.0001888871192932129,0,0,0,0,0
the film 's thoroughly recycled plot and tiresome jokes ... ,0,1,0.25,0,0.9628330882182738,0,0.9998219609260559,0.0001780390739440918,1,0,1,0,0
most breezy movie ,1,1,0.0,1,0.6918383052135302,1,0.9998449087142944,0.0001550912857055664,0,0,0,0,0
dared ,1,1,0.0,1,0.5493648876256624,1,0.9988232254981995,0.0011767745018005371,0,0,0,0,0
the movie 's biggest shocks come from seeing former nymphette juliette lewis playing a salt-of-the-earth mommy named minnie and watching slim travellll incognito in a ridiculous wig no respectable halloween costume shop would ever try to sell .,0,0,-0.6914,0,0.8995604257947407,0,0.9934248924255371,0.006575107574462891,0,0,0,0,0
this is a movie that refreshes the mind and spirit along with the body ,1,1,0.1779,1,0.8018224374669025,1,0.9998490810394287,0.00015091896057128906,0,0,0,0,0
am highly amused by the idea that we have come to a point in society where it has been deemed important enough to make a film in which someone has to be hired to portray richard dawson . ,0,1,0.5984,1,0.5061207681183244,1,0.9939925074577332,0.006007492542266846,0,0,0,0,1
"through putrid writing , direction and timing with not a smile that says , ` if i stay positive , maybe i can channel one of my greatest pictures , drunken master . '",0,1,0.7711,1,0.6209062317697999,0,0.9994974136352539,0.0005025863647460938,0,1,1,0,0
"chomp on jumbo ants , pull an arrow out of his back , and ",0,1,0.0,0,0.6368177501932033,0,0.9944696426391602,0.005530357360839844,1,0,1,0,0
"austin powers for the most part is extremely funny , the first part making up for any flaws that come later . ",1,1,0.4927,1,0.7567781962795389,1,0.9998376369476318,0.00016236305236816406,0,0,0,0,0
a moving and not infrequently breathtaking film ,1,0,-0.357,1,0.8992208636731402,1,0.9998515844345093,0.00014841556549072266,1,0,1,0,0
"is as bad as you think , and worse than you can imagine .",0,0,-0.765,0,0.9018349690549844,0,0.9997853636741638,0.00021463632583618164,0,0,0,0,0
